run_id,episode,total_reward,avg_reward,epsilon,alpha,gamma,qtable_coverage
1,952,-165,-0.17,0.04991,0.1,0.9,98.0
1,953,-165,-0.17,0.04991,0.1,0.9,98.0
1,954,-130,-0.14,0.04991,0.1,0.9,98.0
1,955,-165,-0.17,0.04991,0.1,0.9,98.0
1,956,-60,-0.06,0.04991,0.1,0.9,98.0
1,957,-60,-0.06,0.04991,0.1,0.9,98.0
1,958,-60,-0.06,0.04991,0.1,0.9,98.0
1,959,-60,-0.06,0.04991,0.1,0.9,98.0
1,960,-60,-0.06,0.04991,0.1,0.9,98.0
1,961,-255,-0.27,0.04991,0.1,0.9,98.0
1,962,-165,-0.17,0.04991,0.1,0.9,98.0
1,963,-165,-0.17,0.04991,0.1,0.9,98.0
1,964,-165,-0.17,0.04991,0.1,0.9,98.0
1,965,-165,-0.17,0.04991,0.1,0.9,98.0
1,966,-100,-0.1,0.04991,0.1,0.9,98.0
1,967,-165,-0.17,0.04991,0.1,0.9,98.0
1,968,-260,-0.27,0.04991,0.1,0.9,98.0
1,969,-165,-0.17,0.04991,0.1,0.9,98.0
1,970,-265,-0.27,0.04991,0.1,0.9,98.0
1,971,-60,-0.06,0.04991,0.1,0.9,98.0
1,972,-80,-0.08,0.04991,0.1,0.9,98.0
1,973,-165,-0.17,0.04991,0.1,0.9,98.0
1,974,-165,-0.17,0.04991,0.1,0.9,98.0
1,975,-165,-0.17,0.04991,0.1,0.9,98.0
1,976,-60,-0.06,0.04991,0.1,0.9,98.0
1,977,-165,-0.17,0.04991,0.1,0.9,98.0
1,978,-100,-0.1,0.04991,0.1,0.9,98.0
1,979,-200,-0.2,0.04991,0.1,0.9,98.0
1,980,-165,-0.17,0.04991,0.1,0.9,98.0
1,981,-100,-0.1,0.04991,0.1,0.9,98.0
1,982,-185,-0.19,0.04991,0.1,0.9,98.0
1,983,-165,-0.17,0.04991,0.1,0.9,98.0
1,984,-60,-0.06,0.04991,0.1,0.9,98.0
1,985,-60,-0.06,0.04991,0.1,0.9,98.0
1,986,-165,-0.17,0.04991,0.1,0.9,98.0
1,987,-235,-0.24,0.04991,0.1,0.9,98.0
1,988,-165,-0.17,0.04991,0.1,0.9,98.0
1,989,-165,-0.17,0.04991,0.1,0.9,98.0
1,990,-130,-0.13,0.04991,0.1,0.9,98.0
1,991,-60,-0.06,0.04991,0.1,0.9,98.0
1,992,-60,-0.06,0.04991,0.1,0.9,98.0
1,993,-60,-0.06,0.04991,0.1,0.9,98.0
1,994,-270,-0.27,0.04991,0.1,0.9,98.0
1,995,-60,-0.06,0.04991,0.1,0.9,98.0
1,996,-165,-0.17,0.04991,0.1,0.9,98.0
1,997,-355,-0.36,0.04991,0.1,0.9,98.0
1,998,-165,-0.17,0.04991,0.1,0.9,98.0
1,999,-205,-0.21,0.04991,0.1,0.9,98.0
1,1000,-165,-0.17,0.04991,0.1,0.9,98.0
